#name	length
group_1177	333
group_12	750
group_2120	891
group_1688	1212
group_2323	789
ycaO	1302
group_2032	945
group_1172	1401
group_1761	150
group_1421	288
group_1715	186
group_1768	144
group_358	2127
group_289	630
group_1777	138
group_2168	861
group_1323	303
group_323	333
group_1152	339
group_1718	183
group_1102	354
group_703	471
group_491	1842
group_1772	141
group_2169	861
ycxB	1302
relE~~~parE	333
group_1620	240
nnr2	1140
group_1379	1095
group_810	1029
group_2097	90
group_1345	612
group_1347	813
group_1275	855
group_1158	846
group_147	279
ftsE	1464
group_1814	90
group_1186	333
group_795	444
irrE	519
group_923	405
group_1565	561
group_913	516
group_744	177
group_563	201
group_946	714
group_2076	150
group_150	183
cdiA	1035
group_726	297
group_537	297
group_725	366
group_833	594
group_1250	318
group_1174	387
group_1284	2619
group_1285	750
group_1689	198
group_1766	147
group_476	1863
group_1919	1029
group_1703	189
group_2278	375
group_585	1755
group_1635	1251
group_2262	822
group_442	687
group_1952	462
group_2079	1845
salY	1221
group_959	393
group_1737	171
group_1745	1176
group_1815	90
group_837	1338
group_2446	582
group_2445	1152
group_1778	138
group_1047	369
casB	621
group_2292	1404
group_897	1692
group_1370	885
group_547	528
group_196	663
group_1697	192
group_1895	870
recB	1194
group_2196	696
group_278	633
dnaK	1920
group_861	900
rsmG	801
group_1967	1341
group_1643	1242
group_299	591
osmC~~~yhfA	420
group_891	414
group_710	1632
group_2090	171
group_72	1524
group_1271	312
group_1202	1395
group_575	519
parA	591
group_1646	225
group_1982	978
yfbU	750
group_112	696
group_1656	222
group_990	384
group_935	729
group_373	294
group_758	864
polC	906
group_266	636
group_191	2577
group_819	435
group_1762	150
group_1213	327
group_200	2538
group_1885	369
group_341	1686
group_93	969
group_2051	402
group_1994	120
alpA	330
group_154	549
group_1302	306
group_1252	318
group_1157	336
group_1140	342
group_457	561
group_1991	156
group_1088	357
group_1270	312
group_713	465
group_627	498
group_2346	777
group_590	510
group_33	564
group_1310	648
group_1723	180
group_97	702
group_1906	1047
group_2391	759
group_1278	354
group_1272	288
group_277	2478
group_1490	2019
group_1729	177
group_2082	1794
group_292	4710
murD	1602
group_2291	756
group_606	1725
group_420	582
group_1894	1059
group_1039	1212
group_2118	240
hisC	1098
group_35	846
group_597	1302
group_991	384
group_1698	192
group_1963	444
yccF	390
group_926	5790
group_26	738
tcpC	936
group_1896	354
rpoE	423
group_1634	231
group_1341	864
group_1144	1647
group_1683	1215
group_85	3303
group_1317	495
yopX	792
ytxH	315
group_1552	267
group_1779	138
group_1541	891
group_1216	264
group_1048	369
group_1055	570
group_625	525
group_487	264
serS	1287
group_155	597
pgl	825
group_509	1410
gatB	1500
group_258	732
group_282	2304
group_977	387
group_2009	3543
group_121	690
ugpE	912
group_1241	9690
group_389	3576
group_2272	423
group_2144	471
group_273	1206
group_882	3261
group_1530	2310
group_1340	4095
group_1526	999
group_1388	321
group_1408	306
group_654	1695
group_1491	246
group_1184	963
group_1477	225
group_1481	564
group_2151	429
group_1808	96
group_679	480
group_569	2334
sacI	1092
group_1890	1065
group_1719	183
group_1638	228
group_680	1677
group_1000	1332
group_327	1257
group_81	393
group_513	549
group_2026	261
group_1751	162
group_2106	897
group_824	1578
group_1787	129
group_1557	267
group_1794	120
group_2333	783
atpC	321
group_1464	915
lemA	579
group_1078	855
group_1660	216
hrpA	4086
group_2034	1950
clpB	258
adhE	2706
frmR	294
group_163	3357
tnp~~~iS285	1095
group_1812	93
group_1618	1269
group_482	1851
rhtA	939
zwf	1590
gndA	1461
group_496	210
group_1652	1236
group_507	765
group_1983	975
deoC	657
group_1267	1377
group_1926	1026
group_2081	912
group_1292	1284
group_1655	1236
group_920	1509
mmsB	1230
group_830	1575
sbpA	1113
xylA	1350
group_360	2121
group_1901	1050
group_2093	903
group_2124	888
group_773	1344
lrp	498
rho	2088
group_871	1368
grxC	264
group_1461	1320
group_2056	933
group_2072	918
fucU	447
group_1348	624
group_1386	765
group_1551	2640
group_1747	966
group_1717	2085
srtA	1116
crgA	402
glpG	702
htpX	1074
group_1599	255
group_471	558
group_219	657
group_344	960
nagB	813
nanH	2724
group_2447	228
purR~~~lacI	1011
group_1579	1494
araH	1002
rbsB	939
rbsD	396
group_1970	987
group_17	744
ydcZ	972
yxeI	1023
group_1920	1029
group_1976	984
group_2305	801
group_1431	1329
group_743	459
group_2448	162
group_143	1551
group_731	2601
group_216	4020
group_2340	1773
group_403	5961
group_2276	4608
group_777	144
pepP	1593
folC	1455
group_1357	1353
galK	1278
group_451	1902
celB	1317
group_1392	1341
group_2296	954
group_2175	858
group_1953	1113
group_1946	1011
group_1984	210
thiM	1608
group_1430	657
uspA	1044
group_1797	114
sseB	696
group_2249	1155
abgB	1230
group_357	3870
group_922	225
group_2212	1008
aprE	6024
group_1148	1254
ftsI	2094
rsmH	1077
helD	2277
group_1382	450
group_1423	480
group_1434	408
group_1628	1254
group_2033	945
fmhB	999
group_2154	1062
hpt	555
bcsA	1227
group_2268	654
group_388	1413
group_395	2052
nrdD	2454
group_558	525
group_2306	801
wcaA	972
tagG	903
group_82	234
mtnN	891
glnQ	825
araA	1515
xylB	1614
group_1673	1221
group_875	1545
xylF	1155
group_2232	840
group_749	228
group_845	636
dcm	1488
parB	1269
group_750	336
group_1716	1194
group_1600	255
group_1601	255
group_1009	378
thiF	729
group_1654	1236
group_238	390
pgk	1206
metK	1227
carA	1215
nusB	531
efp	564
pyrE	693
group_1509	441
group_1710	444
hipB	474
group_2284	810
group_2387	501
group_188	2490
group_1585	261
ybhL	762
group_1692	1209
group_1931	354
group_107	699
group_124	687
group_27	738
group_2233	840
rihA	933
udp	852
group_951	1485
group_1513	273
cps2a	1455
group_2039	3363
group_1260	2286
group_1142	627
rhaT	996
nhaA	1260
fAA1	2067
rpmE	297
group_2192	645
group_1369	969
yihS	1251
crp	702
group_1738	1179
uRH1	966
group_1822	1140
group_2187	261
purK	1173
group_1404	783
group_4	837
ruvA	639
lysR	960
paaD	1149
group_1147	2652
group_1380	903
group_1451	2061
group_2053	492
fucP	1287
ilvE	1170
walK	2034
ung	804
moxR	1164
terY	1038
tig	1359
metP	684
dut	498
group_851	1845
ddlA	1146
group_428	903
lacI~~~purR	1020
group_1303	855
group_222	615
group_2377	7701
merR~~~soxR	615
group_583	1866
oppF	1896
group_1215	300
ycjU	699
argH	1518
argR	624
group_711	1686
group_2160	1098
group_354	2139
pepC	1335
infB	2934
group_2449	936
group_1684	1215
group_1288	117
group_1763	150
group_69	3603
group_180	2592
group_2103	900
ompR	702
group_1614	1272
group_1556	267
group_2021	342
group_1133	606
group_1622	1263
group_831	855
group_720	801
group_2004	963
dltE~~~fabG	753
group_2040	1386
group_144	1602
cof	819
comFC	807
group_1223	324
group_1769	1164
group_849	1557
group_784	822
group_691	522
group_14	405
group_981	1113
group_2166	492
group_148	438
group_2206	2484
group_2207	2424
pcnB	1488
rsmA	876
yabE	1527
dsbC	942
group_392	3882
afuC	1428
group_2304	198
amtB	1833
norM	1392
dnaB	1551
cobQ~~~gatD	807
group_2132	189
spoU	807
cpaF	1059
group_662	639
group_1036	618
group_1224	276
group_284	411
asd	1068
fkpA	996
group_361	999
ninF	1722
fN3K	807
group_1500	2985
comEA	792
comEC	1824
group_895	96
group_2380	645
glnE1	3324
mcr1	909
group_2058	450
group_248	141
group_1183	333
group_1124	285
group_1510	1311
trmL	717
group_473	948
group_1251	1032
aroC	1188
mltG	1158
group_1495	663
group_1482	1194
group_1478	204
group_1475	402
yigB	699
rnhB	684
acm	1929
fabG2	9654
bioY	678
group_2303	2136
group_1467	996
group_1932	1023
group_334	615
group_1775	1161
group_630	1710
group_1902	1050
gutQ	555
group_1883	1074
group_1922	1029
mglA	1572
group_1914	1038
group_953	1485
group_1547	1302
ebgC	453
group_413	3018
pgmB	648
group_2152	873
aTH1	2337
group_2263	822
group_1997	966
group_1669	1224
group_1939	1017
group_19	312
group_1550	1065
tadA	471
tatD	981
group_2191	879
group_356	312
group_376	3081
mIS1	1533
pEBP	552
group_2378	7683
group_752	2997
cafA	3534
group_724	1317
group_445	1044
group_1753	672
comP	1233
group_2313	369
group_614	1512
dapA	915
group_1800	111
group_916	4407
group_1246	1194
slr0479	4926
group_941	681
dnaQ	771
group_2450	1278
group_2245	834
purR	1113
group_381	735
group_2254	2766
group_1406	369
group_126	192
murF	1731
group_41	276
murI	783
group_770	705
zincin	1827
sdrC	942
group_1046	1992
group_1488	5247
group_650	1698
group_943	399
group_647	471
group_1194	627
group_1192	939
baeS	1440
group_588	582
group_235	1818
ecfT	774
amiR~~~cheY	789
polA	3102
nIF3	858
sdhA	1992
group_2325	1386
group_775	1617
secA	2799
group_1308	951
group_1205	408
group_1206	495
group_1207	2442
group_1156	2730
group_44	381
group_1950	615
yeaD2	1035
group_1578	684
group_1587	906
group_1339	555
group_1269	1287
apeA	1413
group_914	2481
group_848	1401
group_753	2469
galM	960
aCT	294
group_459	1365
rbsK	1047
group_158	675
rplI	447
group_2451	300
group_531	7728
group_723	1182
ffh	1707
yjbM	969
group_1286	435
group_798	1653
group_655	882
group_2271	909
mdlB	1914
group_2139	714
tagH	774
rfbD	1443
rdgB	693
ssnA	1422
group_972	870
group_998	951
aRA1	861
group_2236	231
group_2347	1218
group_1412	291
birA2	1017
aroG1	1260
ribF	1338
truB	1203
group_2113	582
group_1903	1050
group_525	462
group_2037	183
group_1667	213
group_2264	822
group_490	555
group_1014	1452
group_370	603
group_936	402
group_1685	204
suhB	843
cdsA	1041
ylxW	1032
soxR	525
group_2129	366
group_1324	1083
group_2330	786
group_415	1992
glpF	987
group_689	1359
group_2253	726
pncC	717
group_1376	2754
group_1419	1035
group_2217	957
chb	1944
group_1584	1290
group_2224	843
group_1940	1017
group_1604	1284
group_1876	1320
group_233	9591
rplY	624
group_1092	1287
metA	1032
ybbN	1032
group_1424	765
group_2382	342
group_1782	135
group_1798	114
group_533	420
ycfA	198
murT~~~murE	1419
group_2356	987
group_2205	2442
group_1191	2232
group_198	495
group_2360	1209
group_1750	1500
group_1239	1107
group_137	1314
group_515	711
group_2137	429
group_320	381
group_105	2982
group_424	579
group_633	498
group_582	1758
group_1731	1185
group_347	612
group_859	1554
group_1591	261
group_611	309
yeeF	780
group_876	420
group_2309	777
group_1306	306
group_110	2811
ahpF	1677
panE	969
glmS	1908
pdxT	606
group_1322	1725
alr	1380
dgt	1284
group_2354	591
group_146	1083
group_733	636
hisS	1464
group_1120	1875
dnaG	2184
arsB	1194
group_1428	1389
group_1414	1272
purM	1035
purF	1488
purD	3756
purC	795
purT	1293
group_1301	2775
recX	705
group_812	1530
proA	1383
glmU	1410
leuS	2985
group_22	7236
gmk	618
group_2328	2430
rapZ	1011
group_738	840
group_1724	180
group_34	5814
glmM	1443
group_799	699
group_1143	828
group_1262	1611
group_1218	1248
group_1367	2424
group_502	1134
group_622	1119
relE	378
tsaC	723
group_2452	9426
group_545	705
group_1320	909
group_433	843
group_2332	747
group_2101	1092
group_2226	6036
group_1298	1119
group_1356	1653
group_1409	1620
group_1425	642
group_1426	1335
group_1436	1371
group_179	852
groES	417
ebpS	591
group_887	531
group_374	846
cas6e	657
group_64	969
rarA	1395
group_315	1107
yhbY	306
group_71	1110
group_1001	774
group_801	1953
group_669	1656
group_802	1644
group_418	1323
group_2371	801
group_989	3624
group_1059	1149
trmH	939
group_1415	1113
ftsJ	804
group_1336	300
group_1054	369
group_1162	336
group_1609	246
group_300	1374
lysM	384
lexA	747
group_1314	408
group_1131	840
group_1350	321
group_365	606
group_1911	1044
group_2125	888
group_1704	189
group_2353	774
group_61	723
group_1647	225
group_1829	1119
group_262	639
group_1705	189
group_1531	645
group_1760	1170
group_1679	207
group_1671	210
group_591	618
group_2073	180
group_2302	804
group_349	903
group_766	462
group_769	1146
group_865	852
proB	1146
xerC	969
group_632	1122
group_350	999
group_2179	408
infC	747
murE	1809
group_896	1242
dusB	1155
yqgV	468
group_931	1521
group_1021	906
group_1003	1563
group_968	219
group_939	966
group_1540	6519
group_807	441
group_1602	255
group_1441	843
phoU	681
group_165	2652
group_1295	2109
group_1985	663
nifU	747
group_791	507
group_761	246
group_242	798
group_127	1548
group_189	2355
group_1237	471
group_1150	1371
group_1740	168
group_607	1086
group_2100	702
malQ	2178
group_338	678
group_1145	294
group_2453	1443
group_2454	918
plsC	903
group_330	2343
tctB	456
group_114	696
group_406	2010
group_697	279
group_477	321
group_634	450
group_687	1416
group_2135	816
group_788	981
group_988	774
grpE	714
group_2376	207
ebhA	5019
group_1198	777
group_1387	2010
group_1305	834
group_976	1431
group_671	525
group_141	1161
group_542	471
group_1783	1158
group_2364	771
group_1640	1245
group_2050	936
group_400	327
group_2395	735
group_2396	1461
group_2455	1065
group_1413	726
group_78	1011
group_648	729
group_159	2670
group_2219	846
group_50	1395
group_2117	1578
group_119	849
group_644	792
ppa	495
rpe	675
cdd	435
lysM~~~nlpD	762
wcaE	912
group_55	2058
group_2213	1626
group_571	5511
czcD	1002
group_1819	87
group_2221	1584
group_221	2961
rbsK~~~pfkB	897
pepN	2613
group_579	9639
group_1764	150
group_1925	1125
ftsK	1890
hicA	372
yhgE	2079
group_472	447
group_32	795
group_692	1671
pncB	1410
coaX	771
purE	585
crcB~~~fluC	558
group_996	420
mrp	1200
atpB	861
group_485	228
group_661	990
group_2096	1458
truA	933
group_2456	1464
group_1486	1434
group_640	1707
group_1823	1134
group_756	6045
group_1041	1212
group_666	1686
group_290	9567
group_2215	213
group_1589	1287
group_1281	1833
group_1519	246
group_1081	2508
group_2457	9879
prfA	1098
group_1850	1107
thrC	1518
group_108	1596
group_1053	273
group_42	333
group_1393	2625
group_31	315
gepA	753
group_1548	513
group_1549	477
group_1489	108
group_2238	837
group_2108	897
group_1560	1122
group_1577	417
group_1923	1029
group_447	1908
group_1756	159
group_1693	195
group_324	2214
group_3	756
group_60	4032
group_1075	363
group_653	306
group_313	621
group_1083	360
group_1407	291
group_1163	336
group_1011	378
group_1754	162
group_2015	957
group_489	555
group_1824	1134
group_963	1479
group_1057	1440
group_912	294
group_841	345
group_1099	228
group_581	516
group_1096	357
group_1706	189
group_1730	177
group_1569	333
group_2194	402
araD	693
group_53	1218
group_2300	966
group_2458	1032
group_2316	429
group_1603	255
int	1218
xis	204
group_772	1620
group_2061	7440
group_2042	1557
ccmA	774
group_2459	186
group_877	801
nagA	1260
group_2359	1755
group_1648	225
group_274	1836
group_1125	618
group_984	564
fmnP	615
pgsA	663
group_1328	615
group_1672	210
group_1253	525
mmdA	1680
galT	1980
group_302	1389
yfdV	954
group_979	387
group_685	2208
group_337	1281
group_546	531
group_1440	1047
group_1365	687
group_1394	294
group_1746	1176
nlpA	849
group_1210	2325
group_2114	543
group_1816	90
ycf19	297
group_76	1539
group_589	1752
group_46	5238
group_1111	351
group_484	1962
group_68	726
group_512	1818
group_1590	261
group_2094	177
group_91	3069
group_863	771
group_1799	114
oafA	2463
murB	1284
dinB	1335
group_164	3543
tlyC	1569
group_1610	246
group_599	1431
group_646	456
group_111	2916
group_937	1494
group_45	5274
group_2460	144
group_889	1176
gnd	906
erfK	1590
app1	1320
group_1522	387
group_1518	1659
srmB	1857
dacB	1785
tilS	1113
group_1343	309
group_2350	1002
group_2355	696
group_2267	822
group_1268	1047
group_1106	1968
group_768	423
group_1299	1512
group_1200	1845
group_371	960
group_2133	885
group_446	1194
group_2379	765
group_1582	1434
group_309	441
group_398	348
group_1166	183
group_1079	2640
group_394	1425
rsmC	756
whiB	273
group_1534	828
group_624	330
pta	1707
group_1411	2694
group_933	1101
pth	600
tauA	1005
group_335	891
group_1212	1110
group_1674	210
clpA~~~clpC	2649
group_1277	2931
group_59	1212
group_973	1596
group_856	2028
group_1139	1182
group_1795	117
group_2285	810
group_1796	117
group_1130	1803
group_604	144
group_1233	2091
group_663	2322
yuiF	1341
group_665	1194
group_15	1656
group_1338	729
group_520	402
group_716	396
group_909	651
group_932	576
group_803	1167
group_1499	1368
glnS	1173
group_940	93
group_2287	810
group_1282	1326
group_1465	1476
mscL	411
group_1416	780
cynT	660
group_1243	1551
group_314	1842
group_2174	861
group_820	1011
group_1313	1311
group_1312	2154
group_618	708
group_2298	735
group_730	147
group_176	9669
proS	1869
group_1175	675
group_1193	501
group_1639	228
group_499	2835
group_1064	1437
group_1087	288
group_20	7332
group_2186	1743
group_353	1815
group_635	1797
group_74	453
group_1807	1146
group_1065	1743
dob10	2529
rodA	408
purH	1707
apt	663
yajC	432
group_1447	282
group_1525	273
group_1331	378
group_43	915
nadE~~~nit2	1779
group_312	5955
group_785	675
group_699	474
pyrC	1413
group_866	7329
metF	855
group_2390	549
group_236	852
group_2255	960
group_2257	1119
group_136	558
group_541	522
phoE	819
group_339	2130
group_1437	2763
group_676	1776
group_172	2616
group_1595	258
group_573	1764
group_414	585
group_2240	1464
group_13	750
lacZ	3159
group_2321	1320
group_1776	1161
nrdI	519
group_1898	717
group_1964	993
group_2201	852
group_2016	957
group_1854	1098
group_193	768
group_2463	1401
group_2464	606
group_2461	216
group_2462	1479
group_1668	213
group_549	645
group_1977	111
era	1155
orn	708
group_778	1671
ddpA	1749
group_1517	1005
group_486	1848
group_1780	138
yiaG	219
group_1954	1002
group_2110	897
infA	219
group_2095	1446
group_1247	1857
group_2049	1437
rnc	963
group_1532	303
parE~~~relE	324
group_1128	1416
group_2022	1506
group_1892	582
dnaJ	1164
group_1068	1152
group_217	1653
sPS1	1992
group_2184	1749
group_1629	234
group_1757	159
group_613	1584
smc	6336
group_2085	324
group_279	177
group_1498	891
group_580	516
group_2465	768
group_270	3420
group_130	2781
group_605	1743
group_536	534
group_295	1815
group_1119	8166
group_281	6231
group_740	1641
group_207	225
group_1483	366
lolC	1371
group_2054	264
yadS	774
pheT	2625
ykoE	621
group_2320	1677
group_780	2232
fadR	741
group_822	1275
